StaffID,StoreID,FirstName,LastName,Position,HireDate,RowHash
ef0fa914-ff6b-4f3a-8541-6eb938f32d7b,adfe1367-c650-47bc-ab26-c65be37eb483,Martin,Shields,Manager,2023-08-10,05ecd7e4db0b1713f891eac41f3012d6
8adbf60c-aacb-4e71-bc70-be71503bd514,01adb8ae-ae19-4b3d-805f-5485251f2e61,Ashley,Burton,Sales Associate,2024-12-03,913a6f873b22404be0865d3548ac0b00
65d221cb-b619-418f-9d38-ed8d8653873b,545e803e-892a-4417-b123-bc3d2f548566,Felicia,Bridges,Cashier,2022-08-23,f636d65009668fbd2237dfa3b2e23565
9422592f-433f-421b-a298-c85db66b441f,bc2a6082-d587-43ad-b368-78b70dcb5f55,Ryan,Reed,Stocker,2023-11-03,cda65cd6512d07a70bb54fd79af84035
6de149e6-4dbd-497b-b212-079b23c88c78,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,Sandra,Brewer,Manager,2024-11-29,459b699b056b5ab14aa968384667bab2
2d44c927-3fe6-4924-bfab-8563e1d87954,674d43e2-b564-4df9-83e0-08d8d378e820,Jennifer,Thomas,Sales Associate,2024-09-12,e4e1eea3895f8c5326646ffbdbc8b97e
dc412668-3acc-45bf-8908-dfb4f1e531cf,576ca2ee-5c98-4032-8085-4a11312f9e78,Jennifer,Pearson,Cashier,2023-09-23,30566beb08d67b83a7f1499ffb442d3b
730a5852-1531-44dc-8d69-67e53dc47294,82e03202-e75b-485c-a987-57c392f25f18,Christian,Esparza,Stocker,2024-10-15,d9c70c05752ad303e02490a111dcb32c
4450d013-d1d4-478f-b85a-96201f0e67d6,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,Heather,Jones,Cashier,2022-09-28,2378493047089c301352b072f1b518ee
e769c0ba-9b4b-45bd-8996-c9be946fd9cb,bc2a6082-d587-43ad-b368-78b70dcb5f55,Tyler,Turner,Stocker,2024-10-21,f28497f7ea85c0f5e2cb4fae7a34b01f
74e2de9a-0178-4eb6-bb7a-86062bcebe03,4043f2fd-ddb7-4123-94b1-704bb06dbec6,Stephen,Miranda,Cashier,2022-11-18,6b0e40a3fa3153e069b1a60682e9d018
73a27573-3b58-4b63-ac26-7fcfb9900b44,066320f6-15d5-4240-b39a-1d9697acf693,Christopher,English,Manager,2024-02-28,7433a93414e83023709adbac03af1a0b
964dbb32-e731-4dfe-bce2-7c5eacce3a11,066320f6-15d5-4240-b39a-1d9697acf693,John,Henderson,Cashier,2022-06-20,e201457a24a8e7306f202b50ac9c6810
069aeae6-aa3e-460d-9ddf-781ab2b411cc,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,Anne,Bishop,Cashier,2022-10-08,9885df7207aa3167f12c30026a610a00
89ac2214-6e3d-48ac-975f-88e6672a96b9,576ca2ee-5c98-4032-8085-4a11312f9e78,Sarah,Brown,Cashier,2025-03-16,cec8e5a688b2a8a8695bfe1ffa936577
94e5cad1-10f7-43d5-9601-e7633ac4e51d,0481f8c0-ef1b-42c1-b53f-512d8d8db267,Aaron,Chambers,Cashier,2023-09-24,59920cad4eeeef100b677e8e014e430a
7e7ef6de-e193-40b3-b22d-31af75f9f239,6410565f-b02b-4016-b97d-6d7f8710d655,Cassie,Price,Manager,2022-10-17,5280a0c1d714fdbb5eac547041abc8b0
516455fe-e607-459a-b1b9-dfec25ea3be5,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,Christine,Chavez,Stocker,2025-02-12,36a170e76dcdcf75580656729847a06e
52160ced-259f-4715-99cf-496c2c17a353,674d43e2-b564-4df9-83e0-08d8d378e820,Suzanne,Brown,Sales Associate,2023-11-25,e3a348b145e7126475e0c527058cb31b
5d332400-66ed-4b22-a1ec-056ef9877bd1,bcffdf26-2889-4b0d-929a-8e779c6e851b,Christina,Richardson,Manager,2024-07-27,a30d82b32f8932e899c7e36fe514e82d
a179dbbf-3c30-4643-b2f8-da490bfafdd4,066320f6-15d5-4240-b39a-1d9697acf693,Jared,Bartlett,Stocker,2023-08-06,125af23c9fdee7a02973764f1ecc1168
1be878ae-53f8-429d-af92-ca4a9ba542e2,066320f6-15d5-4240-b39a-1d9697acf693,Michael,Moss,Sales Associate,2023-01-28,17e3d570ba4c7f82b0a6e130c97c387c
87a2110d-6d0b-46d0-8fd1-a313d4236ec4,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,Christopher,Moran,Sales Associate,2023-01-20,a92a5740e91fd63eb258772c0b3bb403
05c87123-0cc5-4f31-91f2-41bb7e9a8b9f,2d046cbe-43bd-402d-9b0c-0adb463c5111,Alvin,Hicks,Stocker,2023-08-12,f15c972b23d870ee4c1cfb918e2ef92a
231ce447-7154-46b8-8024-d0de1e865b9b,dea48fdc-5533-48f4-9d69-3e89b5fa379e,Lisa,Walter,Stocker,2023-02-26,f9a331c3a8c08e71bde46fe5ec41388f
d42e2ed8-145a-467b-9e4e-c9280943548e,4043f2fd-ddb7-4123-94b1-704bb06dbec6,Amy,Howe,Sales Associate,2024-02-03,3c3f92dbf5384f0e904be61adff6e7a8
f7386583-bcbe-4d9a-b625-00ecc310a7b9,1424c333-ef79-42af-bcf5-5d41521a0e9b,Luke,Hudson,Stocker,2024-05-03,10708d93d3c086121ce3e662d6fa6542
11929975-935a-466e-adc6-c56e24053e88,bc2a6082-d587-43ad-b368-78b70dcb5f55,Amy,Thompson,Stocker,2023-10-05,5e9666214db94ba4fcf3d9060f0917d7
5f1e0818-4338-4615-be8c-ab312eea12a8,82e03202-e75b-485c-a987-57c392f25f18,Austin,Brooks,Stocker,2022-11-13,6cfedcb36d5ea6a25fa1e8bf26ecc296
f0827a60-94db-4043-8cbb-5511835db87d,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,Matthew,Eaton,Sales Associate,2024-12-08,87b3e674977db2056670192671cb0df1
ef3f1372-6a4c-4e97-bba9-a5f5adc47aa5,066320f6-15d5-4240-b39a-1d9697acf693,Brandon,Harris,Sales Associate,2023-12-07,f62627700ba3e0c6360747699d3eba40
e44b07f2-32cc-4fa5-98e1-6643c69da78f,0db94890-c654-49b6-b76e-e535bc387855,Mary,Malone,Sales Associate,2022-05-15,6157d9dac5fc1c1c394ca120b0894db0
8c76b574-ce91-4d17-a5d4-3360a736fd77,7874faf7-fb69-4ae2-a738-b4c599358eeb,Toni,Bond,Sales Associate,2024-10-27,3d6fbf1571cbd98848715204af059dce
87e147a1-c54a-4677-a8f9-0c5c3a752c54,6410565f-b02b-4016-b97d-6d7f8710d655,Wanda,Sandoval,Sales Associate,2022-06-27,c2acd4d350a9d3336aca19dcba11a5ce
35cca868-d544-4c43-b282-ca439ce3bc10,a87d51a3-8ba7-4050-a5ae-3c0e1e33ad7f,Valerie,Maldonado,Stocker,2022-10-02,fe8958a0d4f57ba5e921740ba1f50bca
59f11f40-9ac1-4763-aa88-8632f91a94ca,128c966a-64f4-456d-9fd0-3d628c9d517a,Rebekah,Coleman,Manager,2023-07-14,9547d7b1af8daa64a21b646392651f02
fb81e609-0bff-4d91-8902-4ec19d897f25,e65aca15-c7da-4cf0-8f86-97057eb6e41d,Daniel,Hodges,Stocker,2022-10-15,81bebe6ff4a846a43b6f2e49af8599c0
32ea688e-5afb-4cc6-b937-22106ead09b8,3412d299-a203-47c4-bde2-ecd5ef09fe58,George,Weaver,Stocker,2024-09-22,3be046b9a411586ffdc368049ee35d88
3962d189-12af-4804-b0ab-cd06f9389b1c,681c4fda-26fa-44ac-9682-e052faf1d3fb,Jamie,Abbott,Manager,2023-09-10,1746ff931116a0643dda18ae96b8d57e
6e2cf3e8-d4f8-46a0-9677-9c6220ef414f,a3027ea6-3a7b-4285-9b82-5ab90b244a50,Tiffany,Glover,Stocker,2024-11-10,b97b294ba40c7859cef4a1cff196f143
005ecaa1-f2b6-4b94-b11a-e75214414b63,17fb2169-7a01-4654-8005-9db3d086ba75,Maria,Medina,Stocker,2023-01-15,65f3ba01545d0db374a1e3b9b30ee14c
9c696d6d-dbd8-4903-a7e6-ddd836433d80,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,Todd,Mclaughlin,Manager,2024-02-06,e27f58204ec1a4bf3abea4d43c2df0f5
cfa3c652-9a7b-4ace-8afb-8e910c02f0cc,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,Brandy,Bradford,Cashier,2022-12-09,bc7bda7bf82a533a76b4f77973b43b9d
ccbda6f2-22e4-409b-8455-42571901f926,68a7d329-0366-49ce-986b-f2741f43d010,Robert,Roberson,Sales Associate,2022-10-30,96b6b0fd2d93559ea112340fc9f61df2
ddb17a81-b98f-48d4-9dc1-c16b0b0a6e57,adfe1367-c650-47bc-ab26-c65be37eb483,Lori,Price,Cashier,2025-03-22,1ce55a7d5eddb8064ac134eab54cf422
94fe29a1-f675-439c-9b99-5c2db384c267,d826fea5-d663-4b8b-a010-a7b330fd9922,Emily,King,Stocker,2022-06-25,6eba2602380cf9d2962e137ac8a6c683
a704822e-5f37-4ef9-af45-7af0c71189ea,a3027ea6-3a7b-4285-9b82-5ab90b244a50,Ryan,Smith,Sales Associate,2024-08-02,bb609dd4a52639b08a87e7965a7fd051
b8d02d5c-7964-4ee6-b3d1-b753cbb6c1e9,bcffdf26-2889-4b0d-929a-8e779c6e851b,Deanna,Crawford,Stocker,2022-11-21,0a4721fce2efe9732ecd5904ed53a36d
fa7de3ce-0339-41e7-9beb-babdb1263d34,35e27300-4661-4cc1-883a-60fcc46d1705,Andrew,Jackson,Cashier,2023-04-27,b6e036158832efcd61069b31e8b49585
0a62a011-2e25-4ea0-9be1-18eb2dc2386b,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,Michael,Jones,Cashier,2022-12-11,aacec4f7a16aa0f68b0587efbc050890
09458b7a-39c3-4b1a-a848-932e684c1bf9,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,Anthony,Hanson,Sales Associate,2023-06-18,1fb120b8ad667051e8c52a3f4f542080
e76ad358-1ad0-44b6-8dae-1e1d05962776,0db94890-c654-49b6-b76e-e535bc387855,Michael,Willis,Cashier,2023-12-29,fa037decc2456cdf6395eee04fad3163
69fe685a-1525-4c8b-b8ac-e2632328b5d3,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,Brandy,Cook,Stocker,2024-05-10,bdcef3ae98b4079de66c1b132a583a3a
8ccf2445-c43e-4e02-ab25-fd8539931500,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,Jamie,Green,Manager,2023-06-21,c7243034bd6e3ff64bc192706711107e
45378d9e-ebf7-44c9-a5df-e608031366a8,0db94890-c654-49b6-b76e-e535bc387855,Nicole,Hart,Cashier,2025-01-22,979c91cb5467c8c03b3303e5e5ec5fdb
cec61dcc-f989-4774-87ff-e64b0d9d8b17,7874faf7-fb69-4ae2-a738-b4c599358eeb,Donna,Gonzalez,Manager,2024-05-21,b051254740245ce810182e2dc1816408
60f2cf53-10e6-44f2-97f8-2747e87d4013,3412d299-a203-47c4-bde2-ecd5ef09fe58,Michael,Delacruz,Manager,2023-07-03,8a5683ac08e8131d5d790a21af81514d
fe526931-abbc-4c83-85cd-0a867414b2ad,674d43e2-b564-4df9-83e0-08d8d378e820,Brittany,Miller,Stocker,2024-08-28,32e60c1f42cd228b5376178b0184ee6a
587b40b9-db43-4d43-a517-32335fcded4a,50a26c10-fd86-4364-8549-75c2f73d6e74,Jill,Zamora,Cashier,2024-08-10,00c4ad18795050366b9f20e3d5c198b9
34075caa-dce1-4fa8-960c-fa6509244602,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,Tyler,Smith,Cashier,2024-09-29,1229af82d4b34d7b72e8dc0f9f7f0884
5a786b4f-e823-463b-ad60-c2a71278dc2f,21a2cafc-d878-40bb-a232-e14e9eda02f3,Zachary,Soto,Manager,2025-03-05,1cd9cf3d4e81f3f35cb6f97d7314f915
1cc536de-963f-454d-b125-ababee06816b,b8877c9b-300e-4619-9c17-285548f42c1a,Haley,Bush,Stocker,2022-09-24,a2f03df4de396f82778ad6349d9f8d99
c763795e-5def-45cd-a786-1ba8bf00b148,b8877c9b-300e-4619-9c17-285548f42c1a,David,Hall,Cashier,2024-05-16,bff7e4f31ade3c9af1c8e357476a3694
beb5776f-7555-415d-96d1-494e4d09bfb7,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,Chelsea,Rich,Manager,2023-01-15,bcdf37511897b8938b3e7d27c64132a6
046bb0e7-bc1e-418e-b5d5-3f1122bd4af4,35e27300-4661-4cc1-883a-60fcc46d1705,Jared,Davis,Sales Associate,2023-05-12,401e43315bdd6412d3fa5f9aa1088740
ec846910-08f8-4a01-bcf4-1a6ed5606dd7,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,Garrett,Miller,Sales Associate,2024-03-28,c9d8738f7472b88d9fec04dd2f4ff6a2
97c02c68-9d64-408d-8ebe-ba82f110fdb8,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,Alexander,Marshall,Manager,2022-10-11,4aee6c85cd142954073cc09d70f8b2fe
ca4a772b-69c4-46b4-aa66-cce6d99aedb5,5338a24d-bd24-49b6-80c7-ceb5d88d8923,Duane,Gordon,Manager,2024-12-01,a7ecf272e39156e70204253ed159630b
42751c97-1dd6-4f58-ac4b-c6da73252d72,681c4fda-26fa-44ac-9682-e052faf1d3fb,Robert,Sanchez,Manager,2024-07-12,391ec1a0b918c0359d4091cad04e8e55
5ffa87f9-94d7-4e60-a660-b8c55ddaa1eb,dea48fdc-5533-48f4-9d69-3e89b5fa379e,Todd,Hess,Stocker,2025-02-08,04a8667384e0fd395d54efa3841d9c9c
a486e129-f2e4-48a8-ab65-ea078304c700,754ca431-4c26-4237-a234-fb658c2226c4,Blake,Hunt,Cashier,2022-08-26,2dbe526af76f74b5bd687047f9d4e9b2
76b11fdd-c0de-412c-9f31-cc45c62b0fa9,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,James,Meza,Manager,2023-02-04,c1d31798e29b16716006dabae8abbf27
774c5ec4-0cdd-4df8-aafe-117b04db1595,066320f6-15d5-4240-b39a-1d9697acf693,Jill,Rivas,Sales Associate,2022-12-18,a3a860fc038f1e7ba3283a04f546168c
f7aa1325-16e5-4c64-9c87-c167562b6861,9074b54f-8c90-47bd-8850-d5995b99dfd6,Herbert,Brown,Stocker,2023-07-23,5efebec2590620bd91f7884ff71b1759
4fdd286c-899a-48ac-ac72-28b082f92cdc,d826fea5-d663-4b8b-a010-a7b330fd9922,April,Hopkins,Cashier,2023-05-18,da77c1572fcea96ea93955f8cffb33af
69695d85-1881-4cd0-90bb-1684f9820004,a87d51a3-8ba7-4050-a5ae-3c0e1e33ad7f,Michelle,Rodriguez,Stocker,2024-06-12,2deb615d3b84889c1d33405ca2153855
445d7669-0b3b-4180-9450-b28324243330,674d43e2-b564-4df9-83e0-08d8d378e820,Zachary,Mcdowell,Stocker,2024-09-30,37d24b6ad841a27cc2bde0683b8bfd84
d0883731-9584-4297-8541-4694cb51d363,01adb8ae-ae19-4b3d-805f-5485251f2e61,Corey,Gilmore,Cashier,2024-11-07,0d48b410bb58cde1ba8de315fdbee772
dcf86dc1-bbdf-4bd2-a1ba-dee7ff56b4c2,de0add2e-3497-444e-bd97-c641b5754d2e,Michael,Rodriguez,Sales Associate,2022-07-04,6cf8e1b73149a00d1d1ccd133a187377
e5cd9aae-6525-49cf-9a4a-17001c242c68,576ca2ee-5c98-4032-8085-4a11312f9e78,Laurie,Compton,Stocker,2025-03-15,180b8fc9dad0ef80a029e1353efa32ea
4e3eccf4-34d7-4ee5-bc57-9aa0cb297cf8,5338a24d-bd24-49b6-80c7-ceb5d88d8923,Monica,Frey,Sales Associate,2024-11-15,dbfcf481b904d2aaad7e2767fc3a9ac7
532681e3-48db-4646-8399-71781bc20ccf,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,Andre,Warner,Manager,2025-01-17,eb2bc28a830c554b14dcc30a32f4ae99
c13e1465-8bff-44f1-9401-f45c685884fc,dea48fdc-5533-48f4-9d69-3e89b5fa379e,Jacob,Phillips,Cashier,2022-12-04,744078a7c7de1aaeb183fe2590526250
5d31083b-bc6a-4b29-a706-69409c442a0e,50a26c10-fd86-4364-8549-75c2f73d6e74,Joshua,Davis,Cashier,2022-07-18,9a7c383018436a39e75a46f6aaf15e20
44dee694-431b-48d0-a540-0464252bb091,50a26c10-fd86-4364-8549-75c2f73d6e74,Jasmine,Ryan,Manager,2025-02-20,eed942e54af81bc4f64aa6e529ebd1e3
99596912-e7f5-4c8f-ac98-b766ad68ee05,2d046cbe-43bd-402d-9b0c-0adb463c5111,Maria,Rollins,Sales Associate,2025-01-09,50a2a41507fe9da5f4743e6d3d1b8936
3b373312-f1b6-4b66-8657-e5748dddd79b,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,Kristen,Allen,Cashier,2024-06-14,4974a2675e062c6850386f7c6b1d1a8e
647aea8a-2dd4-4341-a248-911df7ea0c28,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,Erica,Clark,Sales Associate,2022-07-05,742b5c003661e4d225f71b3496095f1f
a8693f44-831f-4248-93c7-28262d6a2f88,4043f2fd-ddb7-4123-94b1-704bb06dbec6,Jeffrey,Preston,Sales Associate,2022-08-12,fcd5aedb61f5ed8e17a2e177330fa2f5
765fffff-dbe2-44d3-a6c9-5abeaac9fd19,128c966a-64f4-456d-9fd0-3d628c9d517a,Mary,Rodgers,Sales Associate,2024-05-15,460009aa9b4bee279e7d331c7c155eb5
7fe72ae7-072e-4464-9960-05808d24e53a,bcffdf26-2889-4b0d-929a-8e779c6e851b,Audrey,Rivera,Stocker,2025-01-28,2cd9759706c46e5ed9a20de42d43d4c9
eae1c277-eda2-4a52-b148-4691568175d1,21a2cafc-d878-40bb-a232-e14e9eda02f3,Christopher,Walker,Cashier,2023-05-29,dcfa794dffd809626824bee23133130c
8b1e9e35-920e-420b-9815-8995348f8085,82e03202-e75b-485c-a987-57c392f25f18,Sandra,Meyer,Sales Associate,2023-05-08,25d6b8cc331ad125709678a999706fa1
8cc14822-f15c-4a8a-9025-77033b5f98ec,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,Ricky,Martin,Manager,2023-01-19,d0e8e303831834dc3db54d8a58f2a7a3
d4aceca3-72c5-4a32-b206-4502d9aa13cb,0db94890-c654-49b6-b76e-e535bc387855,Brandon,Fuller,Manager,2023-10-13,21c7304a15165d0f8237ecbf6b2b3139
6699e592-1390-4355-b97c-12151da2fe5d,50a26c10-fd86-4364-8549-75c2f73d6e74,Melissa,Austin,Manager,2024-06-05,808b31804ed90215e81bb4997ac5860c
bb095a1d-e088-41a3-8d12-d53771d89c1c,68a7d329-0366-49ce-986b-f2741f43d010,Christina,Tran,Stocker,2023-08-02,4337943b17d655303ff82c37ca54ae84
8490e2d4-0d93-4371-8f42-b785e1655cc4,545e803e-892a-4417-b123-bc3d2f548566,Richard,Miller,Sales Associate,2023-12-31,0cc9492b82206692ebedbfe5d928a92d
5e2981d6-e4e6-45b7-9c17-52a3bece519c,3c32b582-67e5-49c3-affc-7e44572ba0ae,Stephanie,Smith,Manager,2022-08-03,266ae722b1352e60e82c0c741ffdaade
32767fd1-db68-40c8-b4ed-c6901933c067,681c4fda-26fa-44ac-9682-e052faf1d3fb,Robert,Williams,Stocker,2022-12-10,f1d19f2fceaf5565195060db044d97ad
20b30520-1bff-41e4-832d-a6187a73aab2,d826fea5-d663-4b8b-a010-a7b330fd9922,Sierra,Colon,Manager,2023-07-02,44e79a7c1bb7cc2cf863c10664803fe9
5457a22b-2b80-436a-b719-5219adebe697,0481f8c0-ef1b-42c1-b53f-512d8d8db267,Alejandro,Franco,Manager,2025-02-24,970e2583b53f1812e21fc89c8b94d117
0e6ce37a-1c65-4bd5-b087-4c999b2d87e0,545e803e-892a-4417-b123-bc3d2f548566,Nicholas,Mitchell,Sales Associate,2025-01-25,dea97d751dba965b6ef38c4238f24e9a
69e69fc0-3eb3-488b-af1f-4109607cfe04,5338a24d-bd24-49b6-80c7-ceb5d88d8923,Daisy,Contreras,Cashier,2023-04-08,a75fdbe043f33b8d0ce8f936166e7f7d
0f2ba76f-853b-4854-93ef-71217d7acb27,bc2a6082-d587-43ad-b368-78b70dcb5f55,Paul,Clayton,Cashier,2022-11-26,a5691e8bcb069fac9f65e348e0a3d48d
8c92f3df-4fc8-4d8d-a425-5e74df95fbdb,6410565f-b02b-4016-b97d-6d7f8710d655,Darren,Horton,Stocker,2023-10-10,5cee07c2e04e8e5bf12bba69034392dc
a5d5c93d-f3d4-46d4-8a07-4e000a692b1b,e65aca15-c7da-4cf0-8f86-97057eb6e41d,Bradley,Nash,Stocker,2022-10-21,2bdb396ee44e7da389f54ff05d24c381
7dcab273-11aa-496b-b70c-f3f57c923c7a,4043f2fd-ddb7-4123-94b1-704bb06dbec6,John,Scott,Cashier,2024-12-07,dafe4064a18d8d7f72ab421e80377826
66971f52-6a80-412f-a26f-3e96f3f2f6a3,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,Nicholas,Ellison,Sales Associate,2024-10-28,88497661bfcb4c0a215725f495b91d13
58864571-5626-4aaf-8950-61cc5f842c0d,681c4fda-26fa-44ac-9682-e052faf1d3fb,Mark,Lawrence,Stocker,2024-10-03,232b484598bc7799ec54bd10058ad8b1
19aafb49-5683-4cf3-ac46-2a6511988017,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,Christopher,Bryan,Manager,2023-07-29,ef49166c7d2b2f31ac06fe7c48c4e652
2a914d1f-e5cb-44ff-932f-305093adca84,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,William,Richards,Cashier,2024-11-18,0651b49bc98b8e90162ca25c04537269
3b9a3506-656e-45df-aec6-e651c3ad31d1,68a7d329-0366-49ce-986b-f2741f43d010,Jonathan,Nelson,Sales Associate,2024-11-04,75604a7032251d9e26a18dd346e2a27b
b8ba5ec6-e352-4f12-99dc-d828ff18271a,a412573c-b3f6-4108-9682-f95775c56a2b,Joshua,Wheeler,Manager,2022-12-16,950f92019f0609d4c8cbc81b2ee230dd
9e22bf61-2ba8-4f45-a036-1b0f8496cf0d,dea48fdc-5533-48f4-9d69-3e89b5fa379e,Michael,Owens,Cashier,2022-12-25,9802d207356712b87d9e1a343c87cf15
1fb44241-de0a-429a-9234-64736f765c2f,0481f8c0-ef1b-42c1-b53f-512d8d8db267,Donna,Gallagher,Cashier,2023-08-03,18fbf67ccb81e317f4bd017fae63ed31
