PaymentMethodID,CustomerID,CardType,CardLast4,ExpirationDate,BillingZipCode,RowHash
37533e1d-6113-4a96-aa66-d8e513816e7c,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,MasterCard,7297,2028-01-18,05699,f295182e0dee766beecb7f76ea29da92
b664d60a-69b7-4b1c-8d74-04aba65e0487,32c5b93f-8271-4c50-a62b-e8f545caaa6f,Amex,1269,2028-07-29,84088,5e8953acdad643ac835f8976f9de4648
9730590f-37ab-4659-b151-801fdcb81b28,968a9a9b-e535-45fc-802e-9f05148e0052,Amex,8965,2029-09-27,45310,4868889105bbf320404068a5650aa104
6c30766c-8ecd-43ca-8c2d-29e9134e3dc4,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,Discover,1097,2029-06-30,44972,cb4a9cb924eabf85e0d6d0fd753bd65e
6b3755c6-6d69-4bd7-adbc-e4e1db1cb4aa,653cd13f-483a-49af-9e45-04707ae1508e,Discover,9469,2028-09-15,95086,d0d5f38b6c506af37369f71a078c963f
4416d803-fdf7-484a-8842-b3e1c48ffc49,eb0851e2-3417-47e5-b97e-36ebf487607f,Visa,6417,2028-07-08,88298,e1b3196b56db1deef500d5be8f72ac01
ee2e5225-666e-4e86-b172-34092cfd49db,0094c41e-8408-4846-b185-fbf114db7a0d,Discover,4874,2027-03-04,41403,c820057c9a9ba677d3ce05964da4c70f
65e3191c-c341-48ae-9792-385afbe9f6af,98079c5e-8c4a-4564-9ca5-658f9db89953,Discover,7484,2028-08-28,49423,0121d9926790a084ac0bcb86ee70dd57
7708613f-3362-428e-aec2-f9c923fc165c,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,Discover,1137,2030-01-09,54789,f9e59c9581a9042a919e12180438e1b8
b9b17893-8ac6-417d-a3dd-67d62f0fe2eb,7f191b14-927f-4975-84a6-4139f6dc9dae,Visa,3117,2027-07-26,99170,0bf1f1d605b0fe5b451dd41de879ad38
5aed3057-4c96-4d3b-89ef-46b8c56275c6,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,Visa,8027,2029-06-02,30862,5b71124fd781619e341a0b8899b1ef43
24e835c4-adf3-481b-9057-f71eae7ee38c,bed734db-9554-4ebe-b415-628b657962d6,Visa,9929,2030-04-23,22341,954327e50669f5f179832cf5caa83668
05fb3e75-eefb-44dc-a7d2-91076a222b1e,5638cc23-cfdb-40de-9577-4997569c48f3,Visa,1179,2029-12-27,61633,63e1d9e0802690f489caf747a87494c3
c790b52a-45bd-473a-a809-d39804ffa368,653cd13f-483a-49af-9e45-04707ae1508e,Visa,2937,2029-05-12,48364,a612a77c46708a71ab41f36fbeaf4c57
13c9c708-f2a5-4918-a043-712c043adc23,f69962ca-a6b4-4464-878e-59ae6b43b6f8,Visa,4887,2027-09-02,11288,5f703969efddab59b12fd4d5cb006e18
1aef6c01-d0ca-47f1-91e2-2fd58146dec3,abc2f41e-ab8f-430c-9677-705f4343b0ec,Visa,3345,2026-08-30,95662,6bce5cc25e24d39c7be526ad38ea6b4c
12b35811-077d-4157-851b-5b3ebf8fe818,0cae327d-3c1c-4b9b-b1e0-103207463ade,MasterCard,1381,2029-11-12,42673,3cf159c7b6280b8c4827eb8b06ebab63
f99f98f6-75a6-4378-b6cb-ad2a9e68bc7b,788d99f0-9972-408f-858c-28268e4d1d93,Amex,6553,2028-03-03,48195,ad2403c687214b5101d6965b95a39dbb
2b6a9866-599f-4b4e-a353-6f418a45dd52,a5cef112-752a-40ba-b573-df00b771d56a,MasterCard,8537,2026-12-31,62469,bbecf4c7d06bae5ff304b79cd8625cde
af451293-a462-44e2-acfa-5169fcdcff04,84f6c6dd-37d3-4909-801e-b3d78f3e8099,Amex,8659,2028-04-16,07220,fc6d3293596b502e508099b7a759e037
443cc7c3-1953-48bb-b8d4-994818b15b4e,fc6dcd99-4fd3-49f2-aac7-18023820fe39,Amex,4789,2030-03-31,11569,71944329f8cb382c8d947676ff544438
2d8d35a8-780b-4854-a8b0-50f9e386f4d4,bb8f9480-8fc2-46ac-8f93-942acc115626,MasterCard,7429,2030-04-26,84706,5f03238b6d3b296bb54552bef81ffe50
4eaa36f2-cb95-40a1-81af-f16028f8e183,98079c5e-8c4a-4564-9ca5-658f9db89953,Visa,9739,2027-10-28,50677,5cc3038030a4e09b2bba9bfc443b25e8
d8c202cf-2510-4afc-bf0b-12a3474a36b1,088e7d05-b0ef-4166-acb0-16d57f776a6a,Visa,3179,2027-01-18,51585,a536dec5e46f4bd9ca423cfaacbb5565
2ee2e13b-d66f-495d-affb-f790aad8be0f,07a7c40b-1082-478f-be65-ed92db3c2b5b,Amex,9077,2028-01-24,99645,52e22401bbff0e53049fb6d9f8c0a0ed
55902ea3-408d-4940-911b-2086e3d1186a,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,Amex,5223,2029-01-05,74489,6164f29f5c9037c2a3dfcd17f14c6178
0903e942-4745-41b1-8ee8-9c89f29c09dc,bed734db-9554-4ebe-b415-628b657962d6,MasterCard,1718,2028-08-24,11153,7d51b4fc159f31430c7026135f417c8c
43fc227d-6f29-43eb-9066-c3354c7a6563,3046e874-7757-4321-a055-3edea53305ef,Amex,5612,2028-08-27,07950,c827c17f4c75873e581d783b58b9c230
810e7ffd-39ab-46cd-ac6e-7e85601614c2,01d50da8-b34d-48ef-b445-cefaaa00514b,Amex,6396,2029-11-09,48663,8e0ff6590167fca8ecd53c2e656a011e
25a81b33-cff9-4354-9572-a33beee2df81,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,Visa,3037,2026-11-23,59561,a163a2e2b9b114cbce91a04ed6a1e5f8
9a157cc0-74fd-4d54-98ce-98a48d1753cb,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,Visa,2978,2029-10-17,77556,c7fbbbda1140cef2662edd78db493058
6203334b-7a61-47f2-88cb-576ac9512852,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,Discover,6699,2026-12-30,03976,2e0dcb7388c748b43d84058aeedc4160
428a302d-8333-4d03-b736-a45ed0e5307a,b2e5b4e2-91a8-4068-9831-4763263ae50f,Amex,9673,2026-07-21,73673,2f6fd2c507989d4f597e8e23b233ca21
a5744299-417d-4176-a38a-d0c7d2f92b82,653cd13f-483a-49af-9e45-04707ae1508e,Amex,5636,2027-09-30,33903,2fe5bd588c69954f8cbf17a38660fdb3
e0044118-8dca-4bf2-895f-99e71b945793,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,Amex,7523,2028-01-20,31717,55a84ba422cff855daaa195b756232a2
b24add6f-fb23-4979-aad3-7b8dc9750ed4,eb0851e2-3417-47e5-b97e-36ebf487607f,MasterCard,3750,2029-10-31,13862,be359f6e270f07554fb53523c30e7383
adf3aaad-df5a-47b2-b226-03d4b4b0ffe8,6b429bc0-656f-47dd-9580-28efbaf20c9b,Amex,3447,2028-02-27,94748,d65d7389ebf476427a7fa798c4907c67
4c478afb-85a1-4042-aa99-d6b5f162ddb4,86664865-4e84-4896-b9b1-3d58a3c19a13,Discover,9110,2029-08-07,36884,1be496bdec888cdfb514157cfcef1ca5
c01f40f3-d295-4fb9-b22b-27ac6a35c360,0094c41e-8408-4846-b185-fbf114db7a0d,Amex,7674,2030-04-29,93990,99adb62a5e89309fe59d0c907d42dac0
9364ea7a-ac3a-4102-ba14-b7417117d47f,15da51da-ad36-4db6-958f-37f69e74b4b6,Visa,4845,2030-04-19,54117,f0bcbb4bd002886b6f070a77c803b578
08c357c9-7077-46c4-99bf-28aec14c0bf3,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,Visa,7881,2026-07-11,52893,4b4f63da4659536db82b348444f39eb6
a828c097-57ff-4c97-b594-673b83259958,e27170d8-ce33-4bf7-8f25-44b9c31f435b,Amex,9876,2029-04-12,53169,6e7db9f624a6e8262ec42d7faf0dae12
21df522e-7536-4f4e-89f7-fa0beba90787,796b2e76-cb5e-45a0-bba5-55e3896f4a19,Visa,8334,2029-01-21,41010,deef2966dd5e2665a13afca88c83a305
c3f40f5d-5f54-4252-a531-b6126260cc21,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,Amex,8354,2028-10-04,26842,75776d892d5cc9ee073a27081dd6a437
022e81d7-2f93-44b1-a38c-ece65786acc6,abc2f41e-ab8f-430c-9677-705f4343b0ec,MasterCard,7907,2030-01-10,21558,5d6ee2355d6ce768369d1befa057e72d
14fece46-e2e7-4ff3-9bcf-7a9d8fa6e7e5,eb0851e2-3417-47e5-b97e-36ebf487607f,Visa,3147,2027-05-17,64051,3a055c582145da2e4e870cbb16cc09c1
7dd12456-0fea-4806-8104-2dfcd1b2ab72,1839e3f3-d986-40e7-b0da-022e91928a13,Amex,2030,2027-10-13,43616,10d3e931363b3652d06335321b403845
756ba5d4-8a09-4d42-b755-12848c54e06a,0cae327d-3c1c-4b9b-b1e0-103207463ade,Amex,1445,2029-04-24,71113,9641f7f3fa8ceea5efaff20df233cd9a
258e56c1-d795-4499-ba5d-4aef1369de7f,32c5b93f-8271-4c50-a62b-e8f545caaa6f,Amex,4261,2027-04-04,68034,a15b9b8a698cec83efdc1ba8c76bf616
e82bc14a-1c57-4321-913b-77e6f3f2fe45,0e725382-cfa7-4eea-b824-68123317826d,Visa,2111,2028-07-28,26931,c1cfc663d295d0c4879e48befb94fa2d
