ScheduleID,StoreID,EmployeeName,ShiftDate,ShiftStart,ShiftEnd,RowHash
595f837b-6c16-4259-99fd-46f03fd2bbfb,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,Melissa Jacobson,2025-05-23,09:00:00,17:00:00,7f28c2e308e74c032626ea7a2ec8f2b0
1b359aaf-aba0-4c68-90ca-72c2411453b4,5da11b57-c618-419f-be8e-0fa9ae30450b,Austin Walsh,2025-05-31,09:00:00,17:00:00,184cf75b3b960c2105e2abc30cc03a98
c6cf03ff-d15f-44dc-bbc5-9a9f28f2c95e,921cb450-415d-4451-a34c-149527faa2d2,Jason Weaver,2025-06-09,09:00:00,17:00:00,8a967ef99be4b8543f4100fcd62f9bd7
8519bda3-c340-425f-a3ad-ac746ec6da00,398ced3e-37c7-443d-bfba-f033b06b1d4f,Marcus Alvarado,2025-06-08,09:00:00,17:00:00,293ac23c70496de188d58548e68cd9e6
c55b7765-b9d5-45d0-8da6-34083a0284aa,149569d3-15a3-47a5-82cf-6209374d0993,Natasha Li MD,2025-05-13,09:00:00,17:00:00,c377c083ffcb462a32cd7f9b1a1a3150
45c5ceac-dec2-46db-931b-e028540d8ff4,02c1a38a-2d07-4869-a002-f0e616bdf188,Jacob Ponce,2025-05-19,09:00:00,17:00:00,4bed8ca3771f35b66229bde75a72ec95
e05ae846-c3f0-481f-8143-2b2d70cff4c1,5da11b57-c618-419f-be8e-0fa9ae30450b,Steven Simmons,2025-05-17,09:00:00,17:00:00,e29a6564bab7146e44785cb42b83312b
c35aabe5-cc7e-4a1a-a6a4-e91c5e4a29e3,64e37cee-410d-45da-8592-a2e08c8eeee4,Parker Mccarthy,2025-05-19,09:00:00,17:00:00,08143546b14aaba53012c0ff2582cf49
efc8221c-8b90-4d6a-b099-553df4848022,d6412e7e-f588-4f47-bcaf-c4127c83541b,Robert Frederick,2025-05-17,09:00:00,17:00:00,429dd8aa1562b067a16985e31a8f2e8c
c5b91b9c-0f19-4a03-a315-5d6bb1690c06,08468168-f14f-4e24-a000-22dc8424a0e8,Michael Garcia,2025-05-30,09:00:00,17:00:00,37642b0b4813d7ba5afb21aacf9bcef4
fceaab71-b441-4937-b8f5-10dccfca6bdd,387c129b-f872-450b-b073-7d63cbcc2e5b,Bridget Hopkins,2025-06-09,09:00:00,17:00:00,6783fa2824d9599fb609bb5e910beff5
ea76ae9f-be27-42b9-aa02-39e4124507e2,3f4bbda4-0741-412e-b5d5-28977dc47e62,Dominique Ortiz,2025-05-23,09:00:00,17:00:00,48bdbe7a89af89ee61edac2cda139b8c
8b58a04d-a80a-46b4-ba0e-ea6b05f2726a,a1057858-62ec-4839-9b07-13ca5e02a426,Joyce Saunders,2025-06-08,09:00:00,17:00:00,bc520254c90846d4517f2583730eef23
497eac8b-686a-4dfe-a2fa-b61e7a21d18d,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,Charlotte Davis,2025-05-16,09:00:00,17:00:00,971da9185d60374b82017236673e5f7f
fe65c5c1-e564-4c99-ae71-c15eccecab69,ff3c70c6-1b3b-4bb8-9202-f3d494c1c4a5,Andrea Boone,2025-06-06,09:00:00,17:00:00,d6f55976f8c57c0729fe27fa3a842606
d5235aab-7e66-443b-b719-44edc3642017,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,Matthew Kennedy,2025-06-01,09:00:00,17:00:00,a7561d961ab5e804ae8c52385b3058de
b6c01516-11d8-4c12-a4b2-68ab1ad386e2,42ebbb25-07d2-4827-abf2-35b3c9daa300,Rebecca Hays,2025-06-01,09:00:00,17:00:00,b9236343637145e0df14fc9a0779a005
ebf7b92c-3b71-42f7-bdaa-9f2ea3e73a9a,149569d3-15a3-47a5-82cf-6209374d0993,Victoria Allen,2025-05-12,09:00:00,17:00:00,b57b66398b989812ede8a02b3a9a41e8
c1cfe884-e4e8-4f01-8acf-fc0dca070588,9b70695b-5588-44ee-b349-95fdef5dc164,Emily Hughes,2025-05-26,09:00:00,17:00:00,9a477ba224553f15ec562c94f3a90178
ef536580-70e6-41c8-958f-56580363436a,31568063-1420-49c6-ab2f-219cf6c84088,Kelly Cortez DVM,2025-05-25,09:00:00,17:00:00,ad73d02828984516632445229a9ad85b
7bb03a15-ed40-4193-a0f0-a6c42cd074e3,c9749b26-5c7e-4918-8086-07f1ad862e2d,Mr. Michael Smith,2025-05-30,09:00:00,17:00:00,6714c2a742b11b95decd9f31e3c90b46
51a423f2-2e49-426f-ad40-902f33b564ea,c49e299b-895b-4fad-b361-879cec70a5dd,Madison Hunter,2025-05-13,09:00:00,17:00:00,f834403a4f10a3a65bbb82263d6a2974
9748b8ec-82cb-454b-b49a-4bfc5371b6ff,73a07333-85db-4fc2-9e1d-125e5557802d,Arthur Ford,2025-06-07,09:00:00,17:00:00,972222884c97f3e69f4bad9d30118347
854142af-c321-41e0-8353-29d0a3c16330,20d89646-1959-4624-8d20-117e253bb496,Gerald Lang,2025-05-29,09:00:00,17:00:00,0571bcadf0c0025578e85594101a27de
eed44f50-748c-4581-82bb-ccd9dc0d45be,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,Abigail Jackson DVM,2025-05-26,09:00:00,17:00:00,ebcaed17c991f8d2088be94f4c0f7ab8
e3016da0-d3ea-4068-93ed-3d2091ec82a3,4eb36c5a-37fe-4185-b05f-0d77270d822c,Carl Strickland,2025-05-15,09:00:00,17:00:00,2f9ccff1d6033ceb5a65201b73393b55
4c455286-975e-4b1c-958a-f4bbdb4bfd9c,5b53a8e5-df2e-45b5-8540-0f33354600c4,Eric Riggs,2025-06-10,09:00:00,17:00:00,e97346102ac081802a787fadbbb69a0a
77e196c2-83b3-4d48-b38d-416db9c5584f,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,Sheryl Hanson,2025-05-31,09:00:00,17:00:00,6a9925674d6d22086719402be5916571
ad64e815-727d-4029-bbd7-be8a6441d63a,c49e299b-895b-4fad-b361-879cec70a5dd,Ryan Pugh,2025-05-30,09:00:00,17:00:00,cba4235289ef4d4fd972d5352c7c6a1c
2cb4c7e9-272d-4854-a774-5719e77a562a,64e37cee-410d-45da-8592-a2e08c8eeee4,Michael Rodriguez,2025-05-14,09:00:00,17:00:00,767ea8bbac8073b3b74e1c8d2e595d18
7614a587-0c57-4bbf-939d-2f8fe17ff285,3f4bbda4-0741-412e-b5d5-28977dc47e62,Geoffrey Clark,2025-06-10,09:00:00,17:00:00,2919c9a1c6cf8106d6df3ae8f8f11d09
f7f7545e-9f70-4bb8-9901-309e83c85445,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,Stephen Ward,2025-06-09,09:00:00,17:00:00,9f9ebb6c85e6329c133e43c644f98d3c
aafc0d25-94fa-4bee-b552-045b9d8986b1,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,Daniel Taylor,2025-05-30,09:00:00,17:00:00,69c52821078f258ce570d62556c75cab
6ad5be93-3e36-4d8d-8074-9ab0ec763a95,31568063-1420-49c6-ab2f-219cf6c84088,Joel Davis,2025-05-30,09:00:00,17:00:00,57537c815f2a5befe79e2409892b2622
3a7c4449-85b6-4a0a-bd31-8efee1150951,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,Kenneth Pratt,2025-06-01,09:00:00,17:00:00,3b5a953eb9c188d94e4eeb4b35757252
aa0dfbf3-ac7a-41f2-8a64-b6d7a17a1e83,ba13b2d5-a484-47d1-a3ca-286034075be4,Jamie Brooks,2025-06-05,09:00:00,17:00:00,bbdc6a255f09161848b4a347b92018f3
c9d7f7d2-4c7e-4d87-b8b2-f7fad842313f,1013921c-4a66-4cb0-8c1c-423b78fed26d,Joseph Smith,2025-05-31,09:00:00,17:00:00,828270a83e26a32acd72d519e14c8699
f95fb24c-5d98-4e45-8316-2ce265d07276,40bcc72f-da6d-42c1-950c-490e47205fbf,Erica Willis,2025-06-04,09:00:00,17:00:00,9fc5163f60af4dc4e66c76a263e0a691
82cc0cce-c8c2-498f-b6c2-a48640bfceda,73a07333-85db-4fc2-9e1d-125e5557802d,Amy Watson,2025-05-15,09:00:00,17:00:00,dcfd8cd03492226d5716bee99ce3f43c
7b20921a-5498-4013-8c26-c9508f6d04a2,02c1a38a-2d07-4869-a002-f0e616bdf188,Michael Nolan,2025-05-13,09:00:00,17:00:00,c02b15557ca48edc3cd8f701da688d88
fc817569-0250-40aa-97d6-eab8f3b3bd86,e6903e1d-1e5f-49a2-a227-741db594d62f,Patricia Parks,2025-05-19,09:00:00,17:00:00,b2cd6ceba95dfd608377a90d67676b4f
688e6749-5fe6-40b9-918b-4e7237f81469,c497212b-f140-4798-8a4a-fff690590af5,Robert Gray,2025-06-03,09:00:00,17:00:00,d1aa416f889ce9e750856dca0665ab53
1d3d7fcb-7850-4580-852a-3ff6d4de8a56,863d9f7a-2297-4579-b666-b563a1ea1235,Erika Bates,2025-06-01,09:00:00,17:00:00,7af3d31d8db3ff2c0ab2bd0e53a57dd9
3ed6282a-a41e-4b73-8f9f-9cb86e1e8727,4455fc8a-2871-40be-a37a-c8d9534a085b,Mr. John Owen,2025-05-24,09:00:00,17:00:00,821861650437d4c49ebe0004352fac76
fd44beaf-d624-44fe-9e74-9ec85b6420ce,333b2789-e4a7-48c8-a757-1f8cc41273a5,Wendy Davila,2025-05-18,09:00:00,17:00:00,f5692f9ee5e78ac1104471f22a21d001
2309b320-edae-41da-8496-1f78eb2c0ece,d41124dd-d026-420b-a502-241945f71418,Christie Allen,2025-05-24,09:00:00,17:00:00,c74c5e55874115b3ad6acdfdf03bf2d9
bc08111d-aad0-4b91-ae86-d96e67b9e3b9,44f20b1d-8a8b-4c64-94be-29c1042122c7,Lauren Trujillo,2025-05-12,09:00:00,17:00:00,c1862c7f2a66eb217784efb4f07c6453
286eafa5-afd2-4051-aaac-268664ca27e0,387c129b-f872-450b-b073-7d63cbcc2e5b,Kimberly Sandoval,2025-05-24,09:00:00,17:00:00,b23bdcbc9143ca368cefddd7105fd781
c341489e-4168-471e-bdd5-a46a0d228941,d6412e7e-f588-4f47-bcaf-c4127c83541b,Kevin Adams,2025-05-29,09:00:00,17:00:00,79cc8c9c75a8c733a825cea519434dec
723978bb-8ca3-4c42-be84-4710d3fd7565,1629f429-b1b4-43e5-b923-38c9562df935,Nathan Vasquez,2025-05-18,09:00:00,17:00:00,93bf45c0ee74d50d19224d7954a107a6
3585930b-ed22-4e3b-acdd-888f2057a631,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,Lisa Hernandez,2025-05-21,09:00:00,17:00:00,f7ed2b8b5e381dcc00894589dad33661
f8078ca5-d0de-4f9e-9621-6653e07a0996,b0884827-649f-4826-99d5-092fc008b264,Misty Frye,2025-05-27,09:00:00,17:00:00,085bd2cbeb323349e59a154c3cd36174
b162722a-ac49-4027-852d-1ab4c7d919ef,a1057858-62ec-4839-9b07-13ca5e02a426,Amy Lewis,2025-05-18,09:00:00,17:00:00,b9a04f046a76a2acda2f0731f70abb2c
66453c4d-9a31-4379-b690-9891bc69edd7,ba13b2d5-a484-47d1-a3ca-286034075be4,Amy Becker,2025-05-16,09:00:00,17:00:00,9903412bfe06f083cd5c8984775d7565
45e8f5f9-c348-448f-85cc-8222718cffca,42ebbb25-07d2-4827-abf2-35b3c9daa300,Timothy Ruiz,2025-05-17,09:00:00,17:00:00,1e840242c8b595f335fd9fe3f8571b21
535fbca4-fc25-4dad-addb-9f88a366eada,01ba8c95-22e4-4f8e-bdd7-367531b7e260,Diane Hill,2025-05-22,09:00:00,17:00:00,f3996b9f3dae6d95add261969d91e8bd
2f6f1e6a-8680-44a0-9e94-a753a267cc94,42ebbb25-07d2-4827-abf2-35b3c9daa300,Steven Moore,2025-06-10,09:00:00,17:00:00,b3961acc43d3197dd4e03aa69e2b47f9
2702c37f-ac64-448f-bfe6-ae908ef6b5aa,d41124dd-d026-420b-a502-241945f71418,John Myers,2025-05-31,09:00:00,17:00:00,4fc539c64febc906122d61ca5ae87a01
4d6a6171-9c33-434a-9faa-89fe0e571057,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,Steven Reyes,2025-05-12,09:00:00,17:00:00,1b178f8717111f6bbc31dc15b377dbaa
76143dd8-6600-4b88-92ea-0661f39a1e7a,3a5296af-bd13-4a34-a138-aa20dd5c46ba,Jennifer Bell,2025-06-05,09:00:00,17:00:00,935e9c767530ef35952500e7e28d41c4
11ad611d-d700-4b35-a96d-4c8c8b83dd8a,1bdc26e4-190b-44e5-8035-b554eee7dbd1,Jason Vaughn,2025-05-31,09:00:00,17:00:00,ad4a5878b10b2fcc6c128076221187c8
5c3155b9-4ab8-4c12-8536-523a629c3d55,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,Matthew Rhodes,2025-05-24,09:00:00,17:00:00,6663c56104e2cbf6dfd28bcd50b9712a
2817f3df-bae5-4739-9d11-e1e9137198e9,53a06850-070b-4542-87ee-ba6a1fea44ab,Rachel Clark,2025-06-06,09:00:00,17:00:00,81c91c90be62ba132f2ddabbef3f87d5
335defd7-a1e6-4236-871b-9dfd163d4b3a,44ab216e-47d0-4cb3-aac2-a7ba9098bb07,Amy Richardson,2025-06-10,09:00:00,17:00:00,240276d0b6e4f27e4fbdbadd14772665
48fc22b4-fd24-4b27-a89d-0e71c918c0d6,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,Christine Smith,2025-05-12,09:00:00,17:00:00,2299d1fe3e7d8399f7aebb2dbd4dce93
5bf1f453-45fd-4b97-ac3e-204cbb32ac8d,a1057858-62ec-4839-9b07-13ca5e02a426,Michael Stewart,2025-05-25,09:00:00,17:00:00,e142082608209fcedaae625b55a684e5
71c81b90-22e9-4a59-99a9-f2c468334da3,df99028a-fd06-4f32-a469-8dcb7c6a79c8,Amanda Armstrong,2025-05-29,09:00:00,17:00:00,db8b879da99fee7c8018e27741c679a8
1e18098a-96b9-4492-b9bd-86b245b9cd07,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,Brandon Martinez,2025-05-19,09:00:00,17:00:00,ece96069e6aabb3077ee5bbd1e3a89d6
e8cbfae2-4ec2-4864-a953-a8a0be62280b,4455fc8a-2871-40be-a37a-c8d9534a085b,Terri Harris,2025-06-02,09:00:00,17:00:00,d79d5eee8544e5dd6e382ed759dedae1
bc905cfe-44a4-46ab-a617-e410fd4348d7,df99028a-fd06-4f32-a469-8dcb7c6a79c8,Courtney Lee,2025-05-29,09:00:00,17:00:00,c66946da8b749be7a337f14b18ebb1aa
a0e53416-b1e0-49a0-8988-86332de01423,e197cf7b-8fe0-4586-b917-71660fa7fe1e,Gregory Miller,2025-05-21,09:00:00,17:00:00,0eff6476168e933a3eec38a5dd8d7313
d27777ce-501e-4020-bd35-7e0e4fb7c3ff,7ba3c5d7-1961-4ebf-b146-9fdb307a7efc,Lori Jackson,2025-05-21,09:00:00,17:00:00,ca90f49bd586ec6cf8c3b564b440bf8c
f410c0a2-daad-4ab4-8bb9-72493b122bd0,4c52532d-b5c5-4845-8420-6218f0b41d98,Christopher Flores,2025-06-06,09:00:00,17:00:00,098a774dc45c2a592dd9b4f5b81a8ea9
63193697-ddcd-4a74-b712-7b666b19cead,830184b9-4010-44c6-9926-a08e9aed29b8,John Meza,2025-05-16,09:00:00,17:00:00,b1fdde0259d0a3dd9215b5f31f4a0ead
be83e014-8ec5-49c2-aadd-b203cd5c6270,31568063-1420-49c6-ab2f-219cf6c84088,Taylor Briggs,2025-05-27,09:00:00,17:00:00,7b6231244815e35b617937b9e5444a68
c98d85c2-5c41-4f3a-abaa-9014ff41305e,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,Samantha Sanchez,2025-05-29,09:00:00,17:00:00,80f34147ffdcfcf2e98b8c0deb73dd78
6210377f-016e-4d74-a35c-ad9110311ede,4c52532d-b5c5-4845-8420-6218f0b41d98,Zachary Williams,2025-05-28,09:00:00,17:00:00,f9db8093f6d4f9859a17cb523c090d50
5ab5d565-934f-4234-9053-49e1ee1f86bf,f7707042-df3b-4a83-9d03-d82bac2e3f79,Amanda Joseph,2025-05-25,09:00:00,17:00:00,175e43971757861afc56bb69cfb2b508
7b639108-7190-4fe1-9e51-69821afb8c75,ba13b2d5-a484-47d1-a3ca-286034075be4,Virginia Ray,2025-06-02,09:00:00,17:00:00,92d5e063fddf9061d22b4c9cd7edf024
b9074f78-ffb4-4871-9e40-243dbe20ea0c,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,Adam Jenkins,2025-05-25,09:00:00,17:00:00,cb449d5b6e63fc5fda14f23a9bb7df87
2f227a2b-ba6a-453f-b5f7-8a7e7db0d949,4c52532d-b5c5-4845-8420-6218f0b41d98,Natalie Harris,2025-05-15,09:00:00,17:00:00,82ac5fb4481b2a88638112d4e029b828
8dbd675a-4fe0-4775-8d57-152b7587ad79,4455fc8a-2871-40be-a37a-c8d9534a085b,Stephen Watson,2025-06-06,09:00:00,17:00:00,13c374bab6cd9d8cd0513433e277a152
057e4939-20c9-4695-a4e3-05b92099d4cc,e197cf7b-8fe0-4586-b917-71660fa7fe1e,Christina Holt,2025-05-15,09:00:00,17:00:00,152de0fcc438b95f9c5aafbe4b47b293
f4946c01-7e57-4375-9e48-52b341e8531c,e197cf7b-8fe0-4586-b917-71660fa7fe1e,Kevin Williams,2025-05-26,09:00:00,17:00:00,a72d5b7a903cc2544f0508021caa8a54
